Activity Number,BBE Status,OLI Category,Line #
1-35V0NNM9,BBE Available,SysAdded,3
1-35V1JJLP,BBE Closed,SysAdded,3
1-35V2Y5GV,BBE Deleted,Deleted,3
1-35V3177I,BBE Closed,SysAdded,3
1-35V61N2M,BBE Deleted,Deleted,3
1-35V6WAMY,BBE Available,SysAdded,3
1-35V769PV,BBE Available,SysAdded,3
1-35V7CCZM,BBE Available,New,3
1-35V8DSYI,BBE Closed,New,3
1-35V8XHW8,BBE Available,SysAdded,3
1-35VAK8ME,BBE Available,SysAdded,3
1-35VAT8TQ,BBE Deleted,Deleted,3
1-35VB2TMU,BBE Closed,SysAdded,3
1-35VB4FPY,BBE Available,SysAdded,3
1-35VC2AQO,BBE Available,SysAdded,3
1-35VCBEOU,BBE Closed,Added,3
1-35VCLVH8,BBE Available,SysAdded,3
1-35VD8302,BBE Deleted,Deleted,3
1-35VDOE5I,BBE Closed,SysAdded,3
1-35VDSGZM,BBE Closed,SysAdded,3
1-35VELQAS,BBE Available,SysAdded,3
1-35VEN4QY,BBE Deleted,Deleted,3
1-35VGRQIO,BBE Closed,SysAdded,3
1-35VH720N,BBE Deleted,Deleted,3
1-35VJYAVJ,BBE Closed,SysAdded,3
1-35VL1677,BBE Available,New,3
1-35VL2HMZ,BBE Available,New,3
1-35VL467Q,BBE Closed,SysAdded,3
1-35VM0W2R,BBE Closed,SysAdded,3
1-35VMVWUE,BBE Closed,SysAdded,3
1-35VMZ9NU,BBE Closed,SysAdded,3
1-35VN1S10,BBE Available,SysAdded,3
1-35VN61M4,BBE Available,New,3
1-35VNLWF8,BBE Closed,SysAdded,3
1-35VNMCJB,BBE Available,New,3
1-35VNQZJQ,BBE Deleted,Deleted,3
1-35VOHA27,BBE Available,SysAdded,3
1-35VON72L,BBE Available,New,3
1-35VOOOT9,BBE Closed,SysAdded,3
1-35VOWX08,BBE Closed,SysAdded,3
1-35VP3RGE,BBE Deleted,Deleted,3
1-35VP6U3H,BBE Deleted,Deleted,3
1-35VPCBUZ,BBE Available,SysAdded,3
1-35VPCI49,BBE Closed,SysAdded,3
1-35VPKRPV,BBE Available,New,3
1-35VPWZ24,BBE Available,New,3
1-35VQ39UG,BBE Closed,SysAdded,3
1-35VQD8F1,BBE Available,SysAdded,3
1-35VQDCGS,BBE Available,SysAdded,3
1-35VQHILC,BBE Closed,SysAdded,3
1-35VQI7LH,BBE Closed,SysAdded,3
1-35VQJCAK,BBE Available,SysAdded,3
1-35VQYSAG,BBE Available,SysAdded,3
1-35VRU6GG,BBE Closed,SysAdded,3
1-35VUO4D8,BBE Closed,Added,3
1-35VUQRZG,BBE Available,SysAdded,3
1-35VV0AJ4,BBE Deleted,Deleted,3
1-35VVVCPA,BBE Available,SysAdded,3
1-35VWXDB0,BBE Deleted,Deleted,3
1-35VX1IWK,BBE Available,SysAdded,3
1-35VX90CK,BBE Available,SysAdded,3
1-35VXBP0W,BBE Deleted,Deleted,3
1-35VYL99J,BBE Available,New,3
1-35VYN5EH,BBE Available,SysAdded,3
1-35VYO3SC,BBE Available,SysAdded,3
1-35VYZNJ2,BBE Available,SysAdded,3
1-35VZAT67,BBE Available,New,3
1-35VZTMKX,BBE Available,New,3
1-35W04ONU,BBE Available,SysAdded,3
1-35W07K1U,BBE Available,SysAdded,3
1-35W0D3K8,BBE Available,SysAdded,3
1-35W0HLA4,BBE Available,SysAdded,3
1-35W13LJE,BBE Available,SysAdded,3
1-35W1QRDH,BBE Available,SysAdded,3
1-35W2BID8,BBE Available,SysAdded,3
1-35W2M7SE,BBE Available,SysAdded,3
1-35P7ZECN,BBE Closed,New,2
1-35QHW92O,BBE Available,SysAdded,2
1-35QQINML,BBE Closed,New,2
1-35SJ0J7O,BBE Available,New,2
1-35SZ6KM6,BBE Available,New,2
1-35T9DSX9,BBE Available,New,2
1-35TFQNKO,BBE Closed,New,2
1-35TH64M4,BBE Available,New,2
1-35THL3DW,BBE Deleted,Deleted,2
1-35U4LES8,BBE Available,New,2
1-35UBN01O,BBE Available,SysAdded,2
1-35UCEJUL,BBE Available,New,2
1-35ULK3U3,BBE Available,SysAdded,2
1-35UMACL2,BBE Deleted,Deleted,2
1-35UOHZSJ,BBE Available,New,2
1-35UV9W45,BBE Available,New,2
1-35UYCLNM,BBE Deleted,Deleted,2
1-35V0DMPP,BBE Available,SysAdded,2
1-35V0YC46,BBE Deleted,Deleted,2
1-35V164YR,BBE Closed,New,2
1-35V1842C,BBE Deleted,Deleted,2
1-35V1PLAC,BBE Deleted,Deleted,2
1-35V1W4T9,BBE Available,SysAdded,2
1-35V22JFI,BBE Closed,New,2
1-35V2FI0K,BBE Deleted,Deleted,2
1-35V7HZU4,BBE Deleted,Deleted,2
1-35VDOX0P,BBE Available,New,2
1-35VFH45K,BBE Available,SysAdded,2
1-35VJXIEU,BBE Available,SysAdded,2
1-35VKQ9O0,BBE Closed,SysAdded,2
1-35VKZT4E,BBE Closed,SysAdded,2
1-35VLRWIP,BBE Available,SysAdded,2
1-35VMXPXZ,BBE Closed,SysAdded,2
1-35VN5XZG,BBE Available,New,2
1-35VNL2DK,BBE Available,SysAdded,2
1-35VNXUYY,BBE Deleted,Deleted,2
1-35VNZEII,BBE Closed,SysAdded,2
1-35VO48B8,BBE Available,SysAdded,2
1-35VQ22YV,BBE Available,New,2
1-35VQ8C14,BBE Closed,New,2
1-35VQGCJU,BBE Deleted,Deleted,2
1-35VQVYLD,BBE Deleted,Deleted,2
1-35VTRY5E,BBE Available,SysAdded,2
1-35VUOD87,BBE Available,New,2
1-35VV1610,BBE Deleted,Deleted,2
1-35VVIAC8,BBE Closed,New,2
1-35VX0B71,BBE Available,New,2
1-35VXBOZG,BBE Closed,SysAdded,2
1-35VXUQEQ,BBE Available,SysAdded,2
1-35VY3WJ7,BBE Available,New,2
1-35VYF3DQ,BBE Available,New,2
1-35VYRXL5,BBE Available,New,2
1-35VYST76,BBE Available,SysAdded,2
1-35VYVY96,BBE Available,SysAdded,2
1-35VZPZDQ,BBE Available,SysAdded,2
1-35W1L4MV,BBE Available,New,2
1-35W24UBJ,BBE Available,SysAdded,2
1-35W2AWEK,BBE Available,SysAdded,2
1-35UKCGIQ,BBE Available,New,1
1-35UR2BAV,BBE Available,New,1
1-35VJU583,BBE Available,New,1
1-35VYNN04,BBE Available,New,1
